Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute, by type), A, Current week","Hepatitis (viral, acute, by type), A, Current week, flag ","Hepatitis (viral, acute, by type), A, Previous 52 weeks Med","Hepatitis (viral, acute, by type), A, Previous 52 weeks Med, flag","Hepatitis (viral, acute, by type), A, Previous 52 weeks Max","Hepatitis (viral, acute, by type), A, Previous 52 weeks Max, flag","Hepatitis (viral, acute, by type), A, Cum 2017","Hepatitis (viral, acute, by type), A, Cum 2017, flag","Hepatitis (viral, acute, by type), A, Cum 2016","Hepatitis (viral, acute, by type), A, Cum 2016, flag","Hepatitis (viral, acute, by type), B, Current week","Hepatitis (viral, acute, by type), B, Current week, flag","Hepatitis (viral, acute, by type), B, Previous 52 weeks Med","Hepatitis (viral, acute, by type), B, Previous 52 weeks Med, flag","Hepatitis (viral, acute, by type), B, Previous 52 weeks Max","Hepatitis (viral, acute, by type), B, Previous 52 weeks Max, flag","Hepatitis (viral, acute, by type), B, Cum 2017","Hepatitis (viral, acute, by type), B, Cum 2017, flag","Hepatitis (viral, acute, by type), B, Cum 2016","Hepatitis (viral, acute, by type), B, Cum 2016, flag",Location 1,Location 2
WYOMING,2017,17,,-,0,,2,,2,,,-,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
MISSOURI,2017,17,,-,0,,2,,1,,9,,,-,1,,3,,12,,14,,"MISSOURI
(38.636168, -92.566292)",
PACIFIC,2017,17,,-,6,,49,,59,,89,,1,,3,,9,,45,,61,,,
ARKANSAS,2017,17,,-,0,,3,,2,,1,,,-,1,,5,,16,,18,,"ARKANSAS
(34.748745, -92.275105)",
FLORIDA,2017,17,,-,3,,8,,55,,24,,,-,10,,18,,137,,160,,"FLORIDA
(28.915325, -81.922409)",
MARYLAND,2017,17,,-,0,,5,,7,,8,,1,,0,,2,,7,,12,,"MARYLAND
(39.290443, -76.612333)",
NEVADA,2017,17,,-,0,,2,,4,,6,,,-,0,,2,,4,,6,,"NEVADA
(39.491833, -117.070159)",
NEBRASKA,2017,17,,-,0,,4,,1,,8,,,-,0,,2,,2,,3,,"NEBRASKA
(41.640503, -99.367122)",
OREGON,2017,17,,-,0,,2,,11,,6,,1,,0,,3,,9,,5,,"OREGON
(44.567912, -120.156945)",
VIRGIN ISL.,2017,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OKLAHOMA,2017,17,,-,0,,4,,,-,4,,,-,0,,21,,4,,4,,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2017,17,,-,0,,2,,1,,8,,,-,1,,5,,22,,25,,"ALABAMA
(32.839182, -86.631125)",
GUAM,2017,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
W.N. CENTRAL,2017,17,,-,1,,5,,6,,28,,,-,2,,5,,26,,37,,,
MAINE,2017,17,,-,0,,1,,,-,1,,,-,1,,3,,19,,15,,"MAINE
(45.252223, -68.986647)",
ILLINOIS,2017,17,,-,1,,5,,11,,18,,,-,0,,3,,7,,17,,"ILLINOIS
(40.477092, -88.993221)",
MASSACHUSETTS,2017,17,,-,0,,3,,14,,,-,,-,0,,3,,7,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MOUNTAIN,2017,17,1,,2,,6,,47,,37,,1,,1,,4,,20,,17,,,
NEW MEXICO,2017,17,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MINNESOTA,2017,17,,-,0,,2,,,-,5,,,-,0,,2,,,-,5,,"MINNESOTA
(46.357661, -94.793397)",
NEW ENGLAND,2017,17,1,,1,,4,,24,,10,,,-,1,,4,,26,,18,,,
WASHINGTON,2017,17,,-,0,,5,,1,,5,,,-,1,,6,,9,,11,,"WASHINGTON
(47.517368, -120.467672)",
HAWAII,2017,17,,-,0,,41,,3,,2,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ARKANSAS,2017,18,,-,0,,3,,2,,1,,,-,1,,5,,17,,19,,"ARKANSAS
(34.748745, -92.275105)",
IOWA,2017,18,,-,0,,2,,3,,3,,,-,0,,2,,6,,5,,"IOWA
(42.46942, -93.815856)",
MAINE,2017,18,1,,0,,1,,1,,1,,1,,1,,3,,24,,16,,"MAINE
(45.252223, -68.986647)",
NORTH CAROLINA,2017,18,,-,1,,5,,6,,18,,,-,2,,10,,21,,56,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW ENGLAND,2017,18,1,,1,,4,,26,,10,,1,,1,,4,,32,,20,,,
ALASKA,2017,18,,-,0,,1,,1,,,-,,-,0,,1,,1,,4,,"ALASKA
(64.836661, -147.738891)",
PACIFIC,2017,18,2,,6,,49,,63,,93,,3,,3,,8,,46,,67,,,
GEORGIA,2017,18,,-,0,,5,,8,,16,,1,,2,,7,,28,,37,,"GEORGIA
(32.836038, -83.631709)",
WEST VIRGINIA,2017,18,,-,0,,4,,4,,2,,,-,4,,12,,68,,82,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW YORK,2017,18,2,,1,,4,,17,,16,,,-,1,,4,,11,,12,,"NEW YORK
(42.826892, -75.544286)",
AMER. SAMOA,2017,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NORTH DAKOTA,2017,18,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
INDIANA,2017,18,,-,0,,2,,5,,10,,,-,2,,9,,39,,37,,"INDIANA
(39.76845, -86.156212)",
WISCONSIN,2017,18,,-,0,,4,,4,,,-,,-,0,,2,,7,,5,,"WISCONSIN
(44.395526, -89.834513)",
KENTUCKY,2017,18,,-,0,,1,,1,,3,,1,,3,,11,,70,,61,,"KENTUCKY
(37.64591, -84.774043)",
W.S. CENTRAL,2017,18,2,,3,,8,,33,,61,,2,,4,,40,,77,,72,,,
ALABAMA,2017,18,,-,0,,2,,1,,9,,,-,1,,5,,22,,26,,"ALABAMA
(32.839182, -86.631125)",
E.S. CENTRAL,2017,18,,-,0,,4,,4,,14,,2,,10,,18,,176,,165,,,
SOUTH DAKOTA,2017,18,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WASHINGTON,2017,18,,-,0,,5,,1,,5,,2,,1,,6,,11,,11,,"WASHINGTON
(47.517368, -120.467672)",
CALIFORNIA,2017,18,1,,3,,9,,48,,80,,,-,2,,8,,27,,47,,"CALIFORNIA
(37.640735, -121.002435)",
KANSAS,2017,18,,-,0,,1,,1,,3,,,-,0,,3,,9,,8,,"KANSAS
(38.345528, -98.201847)",
MOUNTAIN,2017,18,8,,2,,6,,57,,39,,,-,1,,4,,25,,20,,,
GUAM,2017,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
S. ATLANTIC,2017,18,4,,7,,54,,110,,101,,7,,20,,33,,321,,388,,,
UTAH,2017,18,,-,0,,2,,4,,4,,,-,0,,1,,4,,,-,"UTAH
(39.359772, -111.584173)",
MICHIGAN,2017,18,,-,3,,12,,84,,22,,,-,1,,4,,18,,17,,"MICHIGAN
(44.66399, -84.711206)",
NEW YORK CITY,2017,18,2,,1,,6,,35,,16,,1,,1,,4,,18,,18,,,
VIRGINIA,2017,18,2,,1,,41,,13,,24,,,-,1,,3,,24,,18,,"VIRGINIA
(37.542699, -78.45822)",
MISSISSIPPI,2017,18,,-,0,,1,,1,,2,,,-,1,,3,,15,,8,,"MISSISSIPPI
(32.738663, -89.537312)",
MARYLAND,2017,18,,-,0,,5,,7,,8,,,-,0,,2,,8,,12,,"MARYLAND
(39.290443, -76.612333)",
DELAWARE,2017,18,,-,0,,1,,1,,,-,,-,0,,1,,4,,,-,"DELAWARE
(39.008676, -75.574561)",
NEW MEXICO,2017,18,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
NEW HAMPSHIRE,2017,18,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
W.N. CENTRAL,2017,18,,-,1,,5,,6,,29,,,-,2,,5,,29,,38,,,
COLORADO,2017,18,7,,0,,3,,20,,12,,,-,0,,2,,4,,5,,"COLORADO
(38.841772, -106.132562)",
ARIZONA,2017,18,,-,1,,4,,20,,15,,,-,0,,2,,8,,6,,"ARIZONA
(34.869712, -111.760902)",
SOUTH CAROLINA,2017,18,,-,0,,4,,9,,6,,,-,0,,4,,3,,13,,"SOUTH CAROLINA
(34.009286, -81.037094)",
LOUISIANA,2017,18,,-,0,,1,,3,,6,,,-,1,,6,,25,,16,,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2017,18,,-,0,,1,,3,,1,,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MASSACHUSETTS,2017,18,,-,0,,3,,14,,,-,,-,0,,3,,8,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
WYOMING,2017,18,1,,0,,2,,4,,,-,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
UNITED STATES,2017,18,22,,31,,101,,477,,478,,22,,56,,106,,909,,1030,,,
PENNSYLVANIA,2017,18,1,,1,,4,,12,,13,,1,,1,,3,,24,,14,,"PENNSYLVANIA
(40.789676, -77.858055)",
OKLAHOMA,2017,18,,-,0,,4,,,-,4,,,-,0,,21,,4,,5,,"OKLAHOMA
(35.468494, -97.521264)",
VERMONT,2017,18,,-,0,,1,,2,,2,,,-,0,,1,,,-,1,,"VERMONT
(43.622479, -72.51927)",
OREGON,2017,18,1,,0,,2,,10,,6,,1,,0,,3,,7,,5,,"OREGON
(44.567912, -120.156945)",
NEBRASKA,2017,18,,-,0,,4,,1,,8,,,-,0,,2,,2,,3,,"NEBRASKA
(41.640503, -99.367122)",
HAWAII,2017,18,,-,0,,41,,3,,2,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
CONNECTICUT,2017,18,,-,0,,3,,8,,4,,,-,0,,2,,,-,3,,"CONNECTICUT
(41.544654, -72.651713)",
NEVADA,2017,18,,-,0,,2,,4,,6,,,-,0,,2,,6,,8,,"NEVADA
(39.491833, -117.070159)",
ILLINOIS,2017,18,,-,1,,5,,11,,20,,,-,0,,3,,7,,20,,"ILLINOIS
(40.477092, -88.993221)",
IDAHO,2017,18,,-,0,,1,,2,,1,,,-,0,,1,,3,,1,,"IDAHO
(43.680635, -114.364237)",
RHODE ISLAND,2017,18,,-,0,,1,,,-,3,,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
E.N. CENTRAL,2017,18,,-,5,,14,,110,,59,,5,,9,,18,,145,,201,,,
FLORIDA,2017,18,2,,3,,8,,62,,27,,6,,11,,18,,165,,170,,"FLORIDA
(28.915325, -81.922409)",
VIRGIN ISL.,2017,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
TENNESSEE,2017,18,,-,0,,2,,1,,,-,1,,4,,8,,69,,70,,"TENNESSEE
(35.681402, -85.774444)",
OHIO,2017,18,,-,0,,7,,6,,7,,5,,5,,14,,74,,122,,"OHIO
(40.056807, -82.405897)",
MID. ATLANTIC,2017,18,5,,4,,11,,68,,72,,2,,4,,8,,58,,59,,,
C.N.M.I.,2017,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MISSOURI,2017,18,,-,0,,1,,1,,9,,,-,1,,3,,12,,14,,"MISSOURI
(38.636168, -92.566292)",
MINNESOTA,2017,18,,-,0,,2,,,-,5,,,-,0,,2,,,-,5,,"MINNESOTA
(46.357661, -94.793397)",
NEW JERSEY,2017,18,,-,1,,4,,4,,27,,,-,1,,4,,5,,15,,"NEW JERSEY
(40.104655, -74.386686)",
DIST. OF COL.,2017,18,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
PUERTO RICO,2017,18,,-,0,,9,,2,,1,,,-,0,,1,,1,,8,,"PUERTO RICO
(18.215692, -66.414655)",
TEXAS,2017,18,2,,2,,7,,28,,50,,2,,2,,15,,31,,32,,"TEXAS
(31.827233, -99.423022)",
NEW ENGLAND,2017,19,,-,1,,4,,26,,10,,2,,1,,4,,34,,20,,,
VIRGIN ISL.,2017,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MAINE,2017,19,,-,0,,1,,1,,1,,2,,1,,3,,26,,16,,"MAINE
(45.252223, -68.986647)",
KENTUCKY,2017,19,,-,0,,1,,1,,3,,4,,3,,11,,76,,64,,"KENTUCKY
(37.64591, -84.774043)",
WYOMING,2017,19,,-,0,,2,,4,,,-,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
CONNECTICUT,2017,19,,-,0,,3,,8,,4,,,-,0,,2,,,-,3,,"CONNECTICUT
(41.544654, -72.651713)",
VIRGINIA,2017,19,,-,2,,41,,13,,28,,,-,1,,3,,24,,20,,"VIRGINIA
(37.542699, -78.45822)",
PACIFIC,2017,19,,-,6,,49,,68,,97,,1,,3,,8,,48,,69,,,
MICHIGAN,2017,19,,-,4,,12,,94,,23,,,-,1,,4,,20,,17,,"MICHIGAN
(44.66399, -84.711206)",
WEST VIRGINIA,2017,19,,-,0,,4,,4,,2,,,-,4,,12,,70,,87,,"WEST VIRGINIA
(38.668501, -80.709421)",
FLORIDA,2017,19,,-,2,,8,,62,,29,,,-,11,,18,,165,,186,,"FLORIDA
(28.915325, -81.922409)",
NEW MEXICO,2017,19,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
GEORGIA,2017,19,,-,0,,5,,8,,17,,1,,2,,7,,32,,39,,"GEORGIA
(32.836038, -83.631709)",
UTAH,2017,19,1,,0,,2,,5,,4,,,-,0,,1,,4,,,-,"UTAH
(39.359772, -111.584173)",
UNITED STATES,2017,19,11,,33,,101,,516,,506,,23,,55,,106,,962,,1086,,,
WASHINGTON,2017,19,,-,0,,5,,1,,5,,1,,1,,6,,12,,11,,"WASHINGTON
(47.517368, -120.467672)",
MINNESOTA,2017,19,,-,0,,2,,,-,5,,,-,0,,2,,,-,5,,"MINNESOTA
(46.357661, -94.793397)",
NEBRASKA,2017,19,,-,0,,4,,1,,8,,1,,0,,2,,3,,3,,"NEBRASKA
(41.640503, -99.367122)",
MID. ATLANTIC,2017,19,2,,4,,11,,79,,74,,3,,4,,8,,60,,63,,,
NEW JERSEY,2017,19,,-,1,,4,,13,,28,,,-,1,,4,,5,,15,,"NEW JERSEY
(40.104655, -74.386686)",
MARYLAND,2017,19,,-,0,,5,,7,,11,,1,,0,,2,,10,,12,,"MARYLAND
(39.290443, -76.612333)",
DELAWARE,2017,19,,-,0,,1,,1,,,-,,-,0,,1,,4,,,-,"DELAWARE
(39.008676, -75.574561)",
MISSISSIPPI,2017,19,,-,0,,1,,1,,2,,,-,1,,3,,16,,8,,"MISSISSIPPI
(32.738663, -89.537312)",
MOUNTAIN,2017,19,5,,2,,8,,63,,40,,,-,1,,4,,25,,20,,,
COLORADO,2017,19,4,,0,,7,,24,,12,,,-,0,,2,,4,,5,,"COLORADO
(38.841772, -106.132562)",
W.S. CENTRAL,2017,19,2,,3,,8,,36,,65,,6,,4,,40,,84,,78,,,
ALASKA,2017,19,,-,0,,1,,1,,,-,,-,0,,1,,1,,4,,"ALASKA
(64.836661, -147.738891)",
ARIZONA,2017,19,,-,1,,4,,20,,15,,,-,0,,2,,8,,6,,"ARIZONA
(34.869712, -111.760902)",
IOWA,2017,19,,-,0,,2,,3,,4,,,-,0,,2,,6,,5,,"IOWA
(42.46942, -93.815856)",
PUERTO RICO,2017,19,,-,0,,9,,2,,2,,,-,0,,1,,1,,9,,"PUERTO RICO
(18.215692, -66.414655)",
NEW YORK CITY,2017,19,1,,1,,6,,36,,16,,2,,1,,4,,20,,19,,,
ALABAMA,2017,19,,-,0,,2,,1,,10,,,-,1,,5,,22,,28,,"ALABAMA
(32.839182, -86.631125)",
NEW HAMPSHIRE,2017,19,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OKLAHOMA,2017,19,,-,0,,4,,,-,4,,1,,0,,21,,5,,5,,"OKLAHOMA
(35.468494, -97.521264)",
IDAHO,2017,19,,-,0,,1,,2,,2,,,-,0,,1,,3,,1,,"IDAHO
(43.680635, -114.364237)",
DIST. OF COL.,2017,19,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
PENNSYLVANIA,2017,19,1,,1,,4,,13,,14,,1,,1,,3,,24,,17,,"PENNSYLVANIA
(40.789676, -77.858055)",
OHIO,2017,19,2,,0,,7,,8,,7,,4,,5,,14,,79,,126,,"OHIO
(40.056807, -82.405897)",
NEW YORK,2017,19,,-,1,,4,,17,,16,,,-,1,,4,,11,,12,,"NEW YORK
(42.826892, -75.544286)",
GUAM,2017,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OREGON,2017,19,,-,0,,2,,11,,6,,,-,0,,3,,6,,5,,"OREGON
(44.567912, -120.156945)",
KANSAS,2017,19,,-,0,,1,,1,,3,,,-,0,,3,,10,,9,,"KANSAS
(38.345528, -98.201847)",
SOUTH CAROLINA,2017,19,,-,0,,4,,9,,7,,,-,0,,4,,3,,13,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ILLINOIS,2017,19,,-,1,,5,,12,,20,,,-,0,,3,,8,,20,,"ILLINOIS
(40.477092, -88.993221)",
C.N.M.I.,2017,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
AMER. SAMOA,2017,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MASSACHUSETTS,2017,19,,-,0,,3,,14,,,-,,-,0,,3,,8,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH CAROLINA,2017,19,,-,1,,5,,7,,20,,,-,2,,10,,27,,59,,"NORTH CAROLINA
(35.47995, -79.180571)",
RHODE ISLAND,2017,19,,-,0,,1,,,-,3,,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
S. ATLANTIC,2017,19,,-,7,,54,,111,,114,,2,,20,,33,,335,,416,,,
INDIANA,2017,19,,-,0,,2,,5,,11,,,-,3,,9,,44,,40,,"INDIANA
(39.76845, -86.156212)",
CALIFORNIA,2017,19,,-,3,,9,,52,,84,,,-,2,,8,,29,,49,,"CALIFORNIA
(37.640735, -121.002435)",
TEXAS,2017,19,2,,2,,7,,31,,53,,4,,2,,15,,35,,36,,"TEXAS
(31.827233, -99.423022)",
ARKANSAS,2017,19,,-,0,,3,,2,,1,,,-,1,,5,,18,,19,,"ARKANSAS
(34.748745, -92.275105)",
NORTH DAKOTA,2017,19,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
TENNESSEE,2017,19,,-,0,,2,,1,,,-,,-,4,,8,,71,,72,,"TENNESSEE
(35.681402, -85.774444)",
VERMONT,2017,19,,-,0,,1,,2,,2,,,-,0,,1,,,-,1,,"VERMONT
(43.622479, -72.51927)",
LOUISIANA,2017,19,,-,0,,1,,3,,7,,1,,1,,6,,26,,18,,"LOUISIANA
(31.2931, -92.463284)",
E.S. CENTRAL,2017,19,,-,0,,4,,4,,15,,4,,10,,18,,185,,172,,,
MONTANA,2017,19,,-,0,,1,,3,,1,,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WISCONSIN,2017,19,,-,0,,4,,4,,,-,,-,0,,2,,8,,5,,"WISCONSIN
(44.395526, -89.834513)",
SOUTH DAKOTA,2017,19,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
HAWAII,2017,19,,-,0,,41,,3,,2,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2017,19,,-,0,,1,,1,,9,,,-,1,,3,,13,,15,,"MISSOURI
(38.636168, -92.566292)",
E.N. CENTRAL,2017,19,2,,5,,14,,123,,61,,4,,9,,18,,159,,208,,,
NEVADA,2017,19,,-,0,,2,,5,,6,,,-,0,,2,,6,,8,,"NEVADA
(39.491833, -117.070159)",
W.N. CENTRAL,2017,19,,-,1,,5,,6,,30,,1,,2,,5,,32,,40,,,
UNITED STATES,2017,20,16,,35,,104,,567,,545,,15,,58,,150,,1025,,1244,,,
MONTANA,2017,20,,-,0,,1,,3,,1,,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WISCONSIN,2017,20,,-,0,,4,,4,,,-,,-,0,,2,,8,,5,,"WISCONSIN
(44.395526, -89.834513)",
ARKANSAS,2017,20,,-,0,,3,,2,,1,,,-,1,,5,,19,,19,,"ARKANSAS
(34.748745, -92.275105)",
NEW MEXICO,2017,20,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ALASKA,2017,20,,-,0,,1,,1,,,-,1,,0,,1,,2,,4,,"ALASKA
(64.836661, -147.738891)",
MICHIGAN,2017,20,,-,4,,12,,95,,25,,,-,1,,4,,21,,18,,"MICHIGAN
(44.66399, -84.711206)",
CONNECTICUT,2017,20,,-,0,,3,,8,,4,,,-,0,,2,,,-,3,,"CONNECTICUT
(41.544654, -72.651713)",
ARIZONA,2017,20,2,,1,,4,,22,,15,,,-,0,,2,,8,,8,,"ARIZONA
(34.869712, -111.760902)",
NEW HAMPSHIRE,2017,20,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
S. ATLANTIC,2017,20,4,,7,,54,,121,,123,,3,,20,,33,,365,,449,,,
UTAH,2017,20,,-,0,,2,,5,,4,,,-,0,,1,,4,,,-,"UTAH
(39.359772, -111.584173)",
NEVADA,2017,20,,-,0,,2,,6,,8,,,-,0,,2,,7,,9,,"NEVADA
(39.491833, -117.070159)",
PACIFIC,2017,20,3,,6,,47,,86,,95,,2,,2,,47,,51,,60,,,
OKLAHOMA,2017,20,,-,0,,4,,,-,4,,,-,0,,21,,5,,5,,"OKLAHOMA
(35.468494, -97.521264)",
MINNESOTA,2017,20,,-,0,,2,,,-,5,,,-,0,,2,,,-,6,,"MINNESOTA
(46.357661, -94.793397)",
MASSACHUSETTS,2017,20,,-,1,,4,,14,,20,,,-,0,,3,,8,,18,,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH CAROLINA,2017,20,,-,1,,5,,7,,22,,,-,2,,10,,27,,64,,"NORTH CAROLINA
(35.47995, -79.180571)",
OREGON,2017,20,1,,0,,2,,12,,6,,,-,0,,3,,6,,6,,"OREGON
(44.567912, -120.156945)",
OHIO,2017,20,2,,0,,7,,10,,7,,2,,5,,14,,83,,130,,"OHIO
(40.056807, -82.405897)",
INDIANA,2017,20,,-,0,,2,,5,,11,,,-,5,,14,,44,,131,,"INDIANA
(39.76845, -86.156212)",
NEW YORK,2017,20,1,,1,,4,,18,,18,,,-,1,,4,,11,,12,,"NEW YORK
(42.826892, -75.544286)",
MOUNTAIN,2017,20,2,,2,,10,,68,,42,,,-,1,,4,,26,,26,,,
FLORIDA,2017,20,,-,3,,8,,66,,33,,1,,10,,19,,181,,199,,"FLORIDA
(28.915325, -81.922409)",
MISSOURI,2017,20,,-,0,,1,,1,,9,,1,,1,,3,,14,,15,,"MISSOURI
(38.636168, -92.566292)",
C.N.M.I.,2017,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
W.S. CENTRAL,2017,20,1,,2,,8,,37,,67,,1,,4,,40,,86,,80,,,
NEBRASKA,2017,20,,-,0,,4,,1,,8,,,-,0,,2,,3,,3,,"NEBRASKA
(41.640503, -99.367122)",
VIRGIN ISL.,2017,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PUERTO RICO,2017,20,,-,0,,9,,2,,2,,,-,0,,1,,1,,10,,"PUERTO RICO
(18.215692, -66.414655)",
AMER. SAMOA,2017,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MARYLAND,2017,20,1,,0,,5,,8,,11,,,-,0,,2,,10,,13,,"MARYLAND
(39.290443, -76.612333)",
SOUTH CAROLINA,2017,20,,-,0,,4,,9,,8,,,-,0,,4,,3,,15,,"SOUTH CAROLINA
(34.009286, -81.037094)",
AMER. SAMOA,2017,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NEW JERSEY,2017,20,,-,1,,4,,13,,29,,,-,1,,4,,6,,15,,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2017,20,,-,0,,2,,3,,4,,,-,0,,2,,7,,5,,"IOWA
(42.46942, -93.815856)",
W.N. CENTRAL,2017,20,,-,1,,5,,6,,30,,1,,2,,5,,35,,41,,,
ALABAMA,2017,20,,-,0,,2,,1,,10,,,-,1,,5,,26,,30,,"ALABAMA
(32.839182, -86.631125)",
PENNSYLVANIA,2017,20,,-,1,,4,,15,,14,,,-,1,,3,,25,,17,,"PENNSYLVANIA
(40.789676, -77.858055)",
GUAM,2017,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH DAKOTA,2017,20,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
DIST. OF COL.,2017,20,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
HAWAII,2017,20,,-,0,,41,,3,,2,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW YORK CITY,2017,20,3,,1,,6,,39,,17,,1,,1,,4,,21,,20,,,
MID. ATLANTIC,2017,20,4,,4,,11,,85,,78,,1,,4,,9,,63,,64,,,
DELAWARE,2017,20,,-,0,,1,,1,,,-,,-,0,,1,,6,,,-,"DELAWARE
(39.008676, -75.574561)",
COLORADO,2017,20,,-,0,,7,,24,,12,,,-,0,,2,,4,,5,,"COLORADO
(38.841772, -106.132562)",
E.S. CENTRAL,2017,20,,-,0,,4,,4,,15,,5,,10,,18,,198,,181,,,
TEXAS,2017,20,1,,2,,7,,32,,55,,1,,2,,15,,36,,37,,"TEXAS
(31.827233, -99.423022)",
LOUISIANA,2017,20,,-,0,,1,,3,,7,,,-,1,,6,,26,,19,,"LOUISIANA
(31.2931, -92.463284)",
WYOMING,2017,20,,-,0,,3,,6,,,-,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
TENNESSEE,2017,20,,-,0,,2,,1,,,-,,-,4,,8,,75,,75,,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2017,20,,-,0,,1,,1,,3,,,-,0,,3,,11,,9,,"KANSAS
(38.345528, -98.201847)",
WEST VIRGINIA,2017,20,,-,0,,4,,5,,2,,1,,4,,12,,75,,95,,"WEST VIRGINIA
(38.668501, -80.709421)",
RHODE ISLAND,2017,20,,-,0,,1,,,-,3,,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
MAINE,2017,20,,-,0,,1,,1,,1,,,-,1,,3,,27,,16,,"MAINE
(45.252223, -68.986647)",
CALIFORNIA,2017,20,2,,3,,9,,69,,87,,,-,2,,8,,30,,50,,"CALIFORNIA
(37.640735, -121.002435)",
